targetName	canonicalName	previousNames	nation	tier	type	attribute	oldValue	newValue	version	notes	trend	shipStatus	tags	sourceSheet
Wotan	Wotan		德国	10	巡洋舰	Время до потери прогресса БИ	75	600 с	26.4	官方公告：https://blog.korabli.su/blog/677	adjustment	test		Korabli #677
Wotan	Wotan		德国	10	巡洋舰	Интервал потери прогресса БИ	5	1 с	26.4	官方公告：https://blog.korabli.su/blog/677	adjustment	test		Korabli #677
Wotan	Wotan		德国	10	巡洋舰	Восстановление боеспособности в секунду при активации БИ	1750	2000	26.4	官方公告：https://blog.korabli.su/blog/677	buff	test		Korabli #677
Парижская коммуна	Парижская коммуна		苏联	5	战列舰	Время перезарядки орудий ГК	40	38 с	26.4	官方公告：https://blog.korabli.su/blog/677	buff	test		Korabli #677
Jellicoe	Jellicoe		英国	10	战列舰	Время перезарядки орудий ГК	28	30 с	26.4	官方公告：https://blog.korabli.su/blog/674	nerf	test		Korabli #674
Stonewall	Stonewall		美国	11	驱逐舰	Время перезарядки орудий ГК	7.5	7 с	26.4	官方公告：https://blog.korabli.su/blog/674	buff	test		Korabli #674
Stonewall	Stonewall		美国	11	驱逐舰	Заметность с кораблей	10.3	9	26.4	官方公告：https://blog.korabli.su/blog/674	buff	test		Korabli #674
Stonewall	Stonewall		美国	11	驱逐舰	Восстановление боеспособности в секунду при активации таланта «Указания по ремонту»	0.4%	0	26.4	官方公告：https://blog.korabli.su/blog/674	nerf	test		Korabli #674
Carvajal	Carvajal		泛美	8	驱逐舰	Прогресс за временной интервал	10	20%	26.4	官方公告：https://blog.korabli.su/blog/674	adjustment	test		Korabli #674
Carvajal	Carvajal		泛美	8	驱逐舰	Временной интервал (время, которое нужно оставаться обнаруженным для увеличения прогресса)	6	7 с	26.4	官方公告：https://blog.korabli.su/blog/674	adjustment	test		Korabli #674
Carvajal	Carvajal		泛美	8	驱逐舰	Время перезарядки ГК	3.0	3	26.4	官方公告：https://blog.korabli.su/blog/674	neutral	test		Korabli #674
Par&aacute;	Par&aacute;		泛美	9	驱逐舰	Время перезарядки ГК	3.1	3	26.4	官方公告：https://blog.korabli.su/blog/674	buff	test		Korabli #674
Nueva Esparta	Nueva Esparta		泛美	10	驱逐舰	Время перезарядки ГК	3.2	3	26.4	官方公告：https://blog.korabli.su/blog/674	buff	test		Korabli #674
20 de Julio	20 de Julio		泛美	11	驱逐舰	Время перезарядки ГК	2.9	3	26.4	官方公告：https://blog.korabli.su/blog/674	nerf	test		Korabli #674
20 de Julio	20 de Julio		泛美	11	驱逐舰	Количество зарядов снаряжения «Поисковая РЛС»	3	2	26.4	官方公告：https://blog.korabli.su/blog/674	nerf	test		Korabli #674
20 de Julio	20 de Julio		泛美	11	驱逐舰	Время работы снаряжения	20	15 с	26.4	官方公告：https://blog.korabli.su/blog/674	nerf	test		Korabli #674
Stonewall	Stonewall		美国	11	驱逐舰	Время перезарядки орудий ГК	8	7,5 с	26.4	官方公告：https://blog.korabli.su/blog/673	buff	test		Korabli #673
Stonewall	Stonewall		美国	11	驱逐舰	Изменены характеристики «Ремонтной команды»: Количество снаряжения	3	4	26.4	官方公告：https://blog.korabli.su/blog/673	buff	test		Korabli #673
Stonewall	Stonewall		美国	11	驱逐舰	Восстановление повреждений, полученных частями корабля,	50	60%	26.4	官方公告：https://blog.korabli.su/blog/673	adjustment	test		Korabli #673
Artois	Artois		法国	9	战列舰	Время перезарядки орудий ГК	10	11,7 с	26.4	官方公告：https://blog.korabli.su/blog/673	nerf	test		Korabli #673
Nueva Esparta	Nueva Esparta		泛美	10	驱逐舰	Заметность с кораблей	7,7	7,4 км	26.4	官方公告：https://blog.korabli.su/blog/673	buff	test		Korabli #673
Nueva Esparta	Nueva Esparta		泛美	10	驱逐舰	Время перекладки руля	2,8	2,4 с	26.4	官方公告：https://blog.korabli.su/blog/673	buff	test		Korabli #673
20 de Julio	20 de Julio		泛美	11	驱逐舰	Максимальная скорость хода	32	35 узлов	26.4	官方公告：https://blog.korabli.su/blog/673	buff	test		Korabli #673
Sim&oacute;n Bol&iacute;var	Sim&oacute;n Bol&iacute;var		泛美	10	巡洋舰	Учёт урона для восстановления боеспособности	60%	50%	26.3	官方公告：https://blog.korabli.su/blog/669	nerf	test		Korabli #669
Acre	Acre		泛美	7	驱逐舰	Увеличено время перезарядки орудий ГК: Acre — с 3,5 до 3,7 с	—	—	26.3	官方公告：https://blog.korabli.su/blog/669	adjustment	test		Korabli #669
Ludendorff	Ludendorff		德国	11	战列舰	Время перезарядки орудий ГК	30	31,5 с	26.3	官方公告：https://blog.korabli.su/blog/669	nerf	test		Korabli #669
Ludendorff	Ludendorff		德国	11	战列舰	Бонус ко времени перезарядки орудий ПМК во время действия боевых инструкций	15%	25%	26.3	官方公告：https://blog.korabli.su/blog/669	nerf	test		Korabli #669
Ludendorff	Ludendorff		德国	11	战列舰	Штраф ко времени перезарядки орудий ГК во время действия боевых инструкций уменьшен со 150% до 100%	—	—	26.3	官方公告：https://blog.korabli.su/blog/669	adjustment	test		Korabli #669
Artois	Artois		法国	9	战列舰	Время перезарядки орудий ГК	11	10 с	26.3	官方公告：https://blog.korabli.su/blog/669	buff	test		Korabli #669
Saldıray	Saldıray		欧洲	8	潜艇	Время рассеивания дымов от дымовых снарядов	60	40 с	26.3	官方公告：https://blog.korabli.su/blog/669	adjustment	test		Korabli #669
Saldıray	Saldıray		欧洲	8	潜艇	Количество нанесённого по кораблю противника урона, необходимое для активации таланта,	30%	35%	26.3	官方公告：https://blog.korabli.su/blog/669	buff	test		Korabli #669
Saldıray	Saldıray		欧洲	8	潜艇	Восстановление боеспособности в секунду при срабатывании таланта	+0,5%	+0,4%	26.3	官方公告：https://blog.korabli.su/blog/669	nerf	test		Korabli #669
Sim&oacute;n Bol&iacute;var	Sim&oacute;n Bol&iacute;var		泛美	10	巡洋舰	Время перезарядки «Боевого ремонта»	60	40 с	26.2	官方公告：https://blog.korabli.su/blog/668	buff	test		Korabli #668
Sim&oacute;n Bol&iacute;var	Sim&oacute;n Bol&iacute;var		泛美	10	巡洋舰	Время работы «Боевого ремонта»	15	20 с	26.2	官方公告：https://blog.korabli.su/blog/668	buff	test		Korabli #668
Sim&oacute;n Bol&iacute;var	Sim&oacute;n Bol&iacute;var		泛美	10	巡洋舰	Учёт урона для восстановления боеспособности	50%	60%	26.2	官方公告：https://blog.korabli.su/blog/668	buff	test		Korabli #668
Serrano	Serrano		泛美	5	驱逐舰	Время перезарядки «Ремонтной команды»	80	60 с	26.2	官方公告：https://blog.korabli.su/blog/668	buff	test		Korabli #668
Serrano	Serrano		泛美	5	驱逐舰	Уменьшен порог взведения взрывателя ББ-снарядов. Это уменьшит количество сквозных пробитий по кораблям противника	—	—	26.2	官方公告：https://blog.korabli.su/blog/668	adjustment	test		Korabli #668
Artois	Artois		法国	9	战列舰	Время перезарядки орудий ГК уменьшено 12,5 до 11 с	—	—	26.2	官方公告：https://blog.korabli.su/blog/668	adjustment	test		Korabli #668
Ludendorff	Ludendorff		德国	11	战列舰	Боеспособность	84000	92400	26.2	官方公告：https://blog.korabli.su/blog/668	buff	test		Korabli #668
Ludendorff	Ludendorff		德国	11	战列舰	Время перезарядки одиночных 150-мм установок ПМК	3,6	2,5 с	26.2	官方公告：https://blog.korabli.su/blog/668	buff	test		Korabli #668
Ludendorff	Ludendorff		德国	11	战列舰	Время перезарядки спаренных 150-мм установок ПМК	7,2	7 с	26.2	官方公告：https://blog.korabli.su/blog/668	buff	test		Korabli #668
Ludendorff	Ludendorff		德国	11	战列舰	Время перезарядки орудий ГК	29	30 с	26.2	官方公告：https://blog.korabli.su/blog/668	nerf	test		Korabli #668
De Grasse '56	De Grasse '56		法国	9	巡洋舰	Максимальный урон ОФ-снаряда	1200	1400	26.2	官方公告：https://blog.korabli.su/blog/668	buff	test		Korabli #668
De Grasse '56	De Grasse '56		法国	9	巡洋舰	Параметр сигма	1,6	1,8	26.2	官方公告：https://blog.korabli.su/blog/668	adjustment	test		Korabli #668
Урал	Урал		苏联	9	战列舰	ББ-снарядам добавлены улучшенные углы рикошета (аналогичны X Слава )	—	—	26.2	官方公告：https://blog.korabli.su/blog/668	adjustment	test		Korabli #668
Par&aacute;	Par&aacute;		泛美	9	驱逐舰	Время перезарядки «Ремонтной команды»	80	60 с	26.1	官方公告：https://blog.korabli.su/blog/664	buff	test		Korabli #664
Carvajal	Carvajal		泛美	8	驱逐舰	Время бездействия до потери прогресса накопления Боевой инструкции	30	60 с	26.1	官方公告：https://blog.korabli.su/blog/664	adjustment	test		Korabli #664
Acre	Acre		泛美	7	驱逐舰	Бронепробитие ББ-снарядов увеличено примерно на 25%	—	—	26.1	官方公告：https://blog.korabli.su/blog/664	adjustment	test		Korabli #664
20 de Julio	20 de Julio		泛美	11	驱逐舰	Максимальный урон одного ББ-снаряда	2000	2100	26.1	官方公告：https://blog.korabli.su/blog/664	buff	test		Korabli #664
Sim&oacute;n Bol&iacute;var	Sim&oacute;n Bol&iacute;var		泛美	10	巡洋舰	В снаряжении «Боевой ремонт» количество восстанавливаемой боеспособности от нанесённого урона	30%	50%	26.1	官方公告：https://blog.korabli.su/blog/664	buff	test		Korabli #664
Liguria	Liguria		意大利	11	巡洋舰	Время перезарядки ГК	19	20 с	26.1	官方公告：https://blog.korabli.su/blog/664	nerf	test		Korabli #664
Jean Bart '43	Jean Bart '43		法国	9	战列舰	Точность стрельбы ГК увеличена примерно на 13%	—	—	26.1	官方公告：https://blog.korabli.su/blog/664	adjustment	test		Korabli #664
Jean Bart '43	Jean Bart '43		法国	9	战列舰	Время перезарядки орудий ПМК	10	9 с	26.1	官方公告：https://blog.korabli.su/blog/664	buff	test		Korabli #664
Ludendorff	Ludendorff		德国	11	战列舰	Время перезарядки одиночных 150-мм установок ПМК	4,2	3,6 с	26.1	官方公告：https://blog.korabli.su/blog/664	buff	test		Korabli #664
Ludendorff	Ludendorff		德国	11	战列舰	Время перезарядки спаренных 150-мм установок ПМК	8,4	7,2 с	26.1	官方公告：https://blog.korabli.su/blog/664	buff	test		Korabli #664
Ludendorff	Ludendorff		德国	11	战列舰	Время перекладки руля	21	17 с	26.1	官方公告：https://blog.korabli.su/blog/664	buff	test		Korabli #664
Страна Советов	Страна Советов		苏联	10	战列舰	Параметр сигма	1,8	1,9	26.1	官方公告：https://blog.korabli.su/blog/664	adjustment	test		Korabli #664
Шаумян	Шаумян		苏联	6	驱逐舰	Время перезарядки ТА	95	105 с	26.1	官方公告：https://blog.korabli.su/blog/664	nerf	test		Korabli #664
Шаумян	Шаумян		苏联	6	驱逐舰	Заметность с кораблей	6,4	6,5 км	26.1	官方公告：https://blog.korabli.su/blog/664	nerf	test		Korabli #664
Independence	Independence		美国	6		Скорость торпед	50	40 узлов (При этом дистанция взведения не изменилась )	26.1	官方公告：https://blog.korabli.su/blog/661	nerf	test		Korabli #661
Independence	Independence		美国	6		Время перезарядки разведчиков	120	150 с	26.1	官方公告：https://blog.korabli.su/blog/661	nerf	test		Korabli #661
Independence	Independence		美国	6		Количество снаряжения «Перехватчик» у эскадрильи торпедоносцев	3	5	26.1	官方公告：https://blog.korabli.su/blog/661	buff	test		Korabli #661
Yorktown	Yorktown		美国	8		Максимальный урон торпед	4089	3990	26.1	官方公告：https://blog.korabli.su/blog/661	nerf	test		Korabli #661
Yorktown	Yorktown		美国	8		Количество снаряжения «Перехватчик» у эскадрильи торпедоносцев	3	5	26.1	官方公告：https://blog.korabli.su/blog/661	buff	test		Korabli #661
Essex	Essex		美国	10		Количество торпедоносцев в эскадрилье	12	10	26.1	官方公告：https://blog.korabli.su/blog/661	nerf	test		Korabli #661
Essex	Essex		美国	10		Количество торпедоносцев на палубе	48	42	26.1	官方公告：https://blog.korabli.su/blog/661	nerf	test		Korabli #661
Essex	Essex		美国	10		Боеспособность торпедоносцев	3410	3250	26.1	官方公告：https://blog.korabli.su/blog/661	nerf	test		Korabli #661
Essex	Essex		美国	10		Количество снаряжения «Перехватчик» у эскадрильи торпедоносцев	3	5	26.1	官方公告：https://blog.korabli.su/blog/661	buff	test		Korabli #661
Liguria	Liguria		意大利	11	巡洋舰	Максимальный урон ПББ снаряда	3900	5200	26.1	官方公告：https://blog.korabli.su/blog/661	buff	test		Korabli #661
Liguria	Liguria		意大利	11	巡洋舰	Время перезарядки орудий ГК	14	19 с	26.1	官方公告：https://blog.korabli.su/blog/661	nerf	test		Korabli #661
Шаумян	Шаумян		苏联	6	驱逐舰	Максимальный урон торпед	9306	8976	26.1	官方公告：https://blog.korabli.su/blog/661	nerf	test		Korabli #661
Шаумян	Шаумян		苏联	6	驱逐舰	Время перезарядки ТА	85	95 с	26.1	官方公告：https://blog.korabli.su/blog/661	nerf	test		Korabli #661
Страна Советов	Страна Советов		苏联	10	战列舰	Бронирование центральной части палубы	38	60 мм	26.1	官方公告：https://blog.korabli.su/blog/661	adjustment	test		Korabli #661
Страна Советов	Страна Советов		苏联	10	战列舰	Бронирование центральной палубы каземата	32	60 мм	26.1	官方公告：https://blog.korabli.su/blog/661	adjustment	test		Korabli #661
Грем	Грем		苏联	8	巡洋舰	Боеспособность торпедоносцев	1340	1410 ед	26.1	官方公告：https://blog.korabli.su/blog/660	buff	test		Korabli #660
Огненный	Огненный		苏联	9	驱逐舰	Время перезарядки ГК	3,5	3,3 с	26.1	官方公告：https://blog.korabli.su/blog/660	buff	test		Korabli #660
Огненный	Огненный		苏联	9	驱逐舰	Время перезарядки ТА	90	85 с	26.1	官方公告：https://blog.korabli.su/blog/660	buff	test		Korabli #660
Sim&oacute;n Bol&iacute;var	Sim&oacute;n Bol&iacute;var		泛美	10	巡洋舰	Уменьшен разброс снарядов ГК. Он станет равен разбросу снарядов ГК San Mart&iacute;n	—	—	26.1	官方公告：https://blog.korabli.su/blog/660	adjustment	test		Korabli #660
Independence	Independence		美国	6		Количество торпедоносцев на палубе	24	28	26.1	官方公告：https://blog.korabli.su/blog/660	buff	test		Korabli #660
Yorktown	Yorktown		美国	8		Максимальный урон торпеды у торпедоносцев	3894	4089 ед	26.1	官方公告：https://blog.korabli.su/blog/660	buff	test		Korabli #660
Yorktown	Yorktown		美国	8		Максимальная скорость полёта тактических штурмовиков	209	231 уз	26.1	官方公告：https://blog.korabli.su/blog/660	buff	test		Korabli #660
Essex	Essex		美国	10		Скорость полёта торпедоносцев	119	131 уз	26.1	官方公告：https://blog.korabli.su/blog/660	buff	test		Korabli #660
Essex	Essex		美国	10		Максимальная скорость полёта торпедоносцев	144	166 уз	26.1	官方公告：https://blog.korabli.su/blog/660	buff	test		Korabli #660
Адмирал Нахимов	Адмирал Нахимов		苏联	10		Бонус ко времени работы ракетных ускорителей	+60	+150%	26.1	官方公告：https://blog.korabli.su/blog/660	adjustment	test		Korabli #660
Адмирал Нахимов	Адмирал Нахимов		苏联	10		Штраф к урону вооружения эскадрилий	-10	-20%	26.1	官方公告：https://blog.korabli.su/blog/660	nerf	test		Korabli #660
Грем	Грем		苏联	8	巡洋舰	Время перезарядки орудий ГК	12,5	11 с	25.12	官方公告：https://blog.korabli.su/blog/656	buff	test		Korabli #656
Грем	Грем		苏联	8	巡洋舰	Бонус к скорости у « Форсажа»	+8	+20%	25.12	官方公告：https://blog.korabli.su/blog/656	buff	test		Korabli #656
Грем	Грем		苏联	8	巡洋舰	Время работы « Форсажа» увеличено со 120 до 180 с	—	—	25.12	官方公告：https://blog.korabli.su/blog/656	adjustment	test		Korabli #656
Constitution	Constitution		美国	8	巡洋舰	Время перезарядки орудий ГК	22	23,5 с	25.12	官方公告：https://blog.korabli.su/blog/656	nerf	test		Korabli #656
Constitution	Constitution		美国	8	巡洋舰	Восстановление повреждений в цитадель и в остальные части корабля	85	65%	25.12	官方公告：https://blog.korabli.su/blog/656	adjustment	test		Korabli #656
Огненный	Огненный		苏联	9	驱逐舰	Время перезарядки орудий ГК	4	3,5 с	25.12	官方公告：https://blog.korabli.su/blog/656	buff	test		Korabli #656
Огненный	Огненный		苏联	9	驱逐舰	Восстановление повреждений	50	65%	25.12	官方公告：https://blog.korabli.su/blog/656	adjustment	test		Korabli #656
Elli	Elli		欧洲	6	巡洋舰	Дальность хода торпед	6	10 км	25.12	官方公告：https://blog.korabli.su/blog/656	buff	test		Korabli #656
Aquitaine	Aquitaine		法国	11	战列舰	Боеспособность	74900	85000	25.12	官方公告：https://blog.korabli.su/blog/656	buff	test		Korabli #656
Aquitaine	Aquitaine		法国	11	战列舰	Время перезарядки орудий ГК	26,5	26 с	25.12	官方公告：https://blog.korabli.su/blog/656	buff	test		Korabli #656
Liguria	Liguria		意大利	11	巡洋舰	Время перезарядки орудий ГК	15	14 с	25.12	官方公告：https://blog.korabli.su/blog/656	buff	test		Korabli #656
Oregon	Oregon		美国	8	战列舰	Время перезарядки орудий ГК	26	28 с	25.12	官方公告：https://blog.korabli.su/blog/656	nerf	test		Korabli #656
Шаумян	Шаумян		苏联	6	驱逐舰	Время перезарядки ТА	75	85 с	25.12	官方公告：https://blog.korabli.su/blog/656	nerf	test		Korabli #656
Шаумян	Шаумян		苏联	6	驱逐舰	Заметность с кораблей	6,3	6,4 км	25.12	官方公告：https://blog.korabli.su/blog/656	nerf	test		Korabli #656
President	President		美国	10	战列舰	Время перезарядки 127-мм орудий ПМК	3,8	3 с	25.12	官方公告：https://blog.korabli.su/blog/656	buff	test		Korabli #656
President	President		美国	10	战列舰	Время перезарядки 152-мм орудий ПМК	5,5	5 с	25.12	官方公告：https://blog.korabli.su/blog/656	buff	test		Korabli #656
Independence	Independence		美国	6		Время восстановления тактических штурмовиков (ОФ)	200	230 секунд	25.12	官方公告：https://blog.korabli.su/blog/656	nerf	test		Korabli #656
Independence	Independence		美国	6		Боеспособность торпедоносцев	1510	1340	25.12	官方公告：https://blog.korabli.su/blog/656	nerf	test		Korabli #656
Yorktown	Yorktown		美国	8		Время восстановления тактических штурмовиков (ОФ)	200	230 секунд	25.12	官方公告：https://blog.korabli.su/blog/656	nerf	test		Korabli #656
Yorktown	Yorktown		美国	8		Боеспособность торпедоносцев	2580	2090	25.12	官方公告：https://blog.korabli.su/blog/656	nerf	test		Korabli #656
Yorktown	Yorktown		美国	8		Урон торпед	4653	3894	25.12	官方公告：https://blog.korabli.su/blog/656	nerf	test		Korabli #656
Essex	Essex		美国	10		Урон торпед	5844	6429	25.12	官方公告：https://blog.korabli.su/blog/656	buff	test		Korabli #656
Грем	Грем		苏联	8	巡洋舰	Время перезарядки ГК	13,5	12,5 с	25.11	官方公告：https://blog.korabli.su/blog/655	buff	test		Korabli #655
Грем	Грем		苏联	8	巡洋舰	Заметность с кораблей	13,8	13,3 км	25.11	官方公告：https://blog.korabli.su/blog/655	buff	test		Korabli #655
President	President		美国	10	战列舰	Заметность с кораблей	14,8	14,3 км	25.11	官方公告：https://blog.korabli.su/blog/655	buff	test		Korabli #655
Огненный	Огненный		苏联	9	驱逐舰	Время перезарядки ГК	4,5	4 с	25.11	官方公告：https://blog.korabli.su/blog/655	buff	test		Korabli #655
Огненный	Огненный		苏联	9	驱逐舰	Время перезарядки ТА	111	90 с	25.11	官方公告：https://blog.korabli.su/blog/655	buff	test		Korabli #655
Страна Советов	Страна Советов		苏联	10	战列舰	Время перезарядки орудий ГК	33	31,5 с	25.11	官方公告：https://blog.korabli.su/blog/655	buff	test		Korabli #655
Aquitaine	Aquitaine		法国	11	战列舰	Время перезарядки орудий ГК	24	26,5 с	25.11	官方公告：https://blog.korabli.su/blog/655	nerf	test		Korabli #655
Aquitaine	Aquitaine		法国	11	战列舰	Добавлен альтернативный режим стрельбы (переключаемая серия залпов) со следующими характеристиками: Количество залпов — 2	—	—	25.11	官方公告：https://blog.korabli.su/blog/655	adjustment	test		Korabli #655
Independence	Independence		美国	6		ПТЗ	24	3%	25.11	官方公告：https://blog.korabli.su/blog/655	adjustment	test		Korabli #655
Independence	Independence		美国	6		Время перезарядки Аваиаудара (ГБ) уменьшено со 120 до 60 с	—	—	25.11	官方公告：https://blog.korabli.su/blog/655	adjustment	test		Korabli #655
Yorktown	Yorktown		美国	8		ПТЗ	15	27%	25.11	官方公告：https://blog.korabli.su/blog/655	adjustment	test		Korabli #655
Yorktown	Yorktown		美国	8		Время перезарядки Аваиаудара (ГБ) уменьшено со 120 до 60 с	—	—	25.11	官方公告：https://blog.korabli.su/blog/655	adjustment	test		Korabli #655
Essex	Essex		美国	10		ПТЗ	24	33%	25.11	官方公告：https://blog.korabli.su/blog/655	adjustment	test		Korabli #655
Essex	Essex		美国	10		Время перезарядки Аваиаудара (ГБ) уменьшено со 120 до 60 с	—	—	25.11	官方公告：https://blog.korabli.su/blog/655	adjustment	test		Korabli #655
Shinano	Shinano		日本	10		Количество бомбардировщиков на палубе	9	13	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Shinano	Shinano		日本	10		Количество штурмовиков на палубе	12	16	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Shinano	Shinano		日本	10		Уменьшена высота полёта штурмовиков во время подготовки к атаке и атаки. Это позволит эффективнее уклоняться от огня ПВО	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Shinano	Shinano		日本	10		Время стрельбы пулемётов перед атакой у штурмовиков	2,6	1,8 с	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Gibraltar	Gibraltar		英国	10	巡洋舰	Дальность стрельбы ГК	16,9	18,5 км	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Gibraltar	Gibraltar		英国	10	巡洋舰	Бронепробитие ББ-снарядов увеличено примерно на 20%	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Brisbane	Brisbane		英联邦	10	巡洋舰	Дальность хода торпед	13,5	15 км	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Современный	Современный		苏联	9	驱逐舰	Время перезарядки орудий ГК	3,6	4,1 с	25.12	官方公告：https://blog.korabli.su/blog/654	nerf	released		Korabli #654
Таллин	Таллин		苏联	8	巡洋舰	Бронепробитие ББ-снарядов снижено примерно на 13%	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Микоян	Микоян		苏联	5	巡洋舰	Добавлено снаряжение «Ремонтная команда». По характеристикам оно аналогично «хилке» крейсера V Котовский 	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Dido	Dido		英国	6	巡洋舰	Время перезарядки орудий ГК	8,5	7,5 с	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Karl von Sch&ouml;nberg	Karl von Sch&ouml;nberg		德国	6	驱逐舰	Изменены характеристики ОФ- и ББ- снарядов (они стали аналогичны данным снарядам у Z-31) Максимальный урон ОФ-снаряда	1750	1800 ед	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Karl von Sch&ouml;nberg	Karl von Sch&ouml;nberg		德国	6	驱逐舰	Шанс поджога ОФ-снарядом	11%	12%	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Karl von Sch&ouml;nberg	Karl von Sch&ouml;nberg		德国	6	驱逐舰	Бронепробитие ББ-снарядов увеличено примерно на 30%	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Karl von Sch&ouml;nberg	Karl von Sch&ouml;nberg		德国	6	驱逐舰	Улучшены углы рикошета ББ-снарядов: Угол, при котором снаряд начинает проверку на рикошет,	45	60 градусов	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Karl von Sch&ouml;nberg	Karl von Sch&ouml;nberg		德国	6	驱逐舰	Угол гарантированного рикошета	60	67	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Gallant	Gallant		英国	6	驱逐舰	Дальность хода торпед	8	9 км	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Gallant	Gallant		英国	6	驱逐舰	Роль кораблей	«Универсал»	«Торпедный эсминец»	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Z-33	Z-33		德国	8	驱逐舰	Время перезарядки орудий ГК	5,4	5,7 с	25.12	官方公告：https://blog.korabli.su/blog/654	nerf	released		Korabli #654
Z-33	Z-33		德国	8	驱逐舰	Время перезарядки ТА	96	106 с	25.12	官方公告：https://blog.korabli.su/blog/654	nerf	released		Korabli #654
Z-38	Z-38		德国	8	驱逐舰	Время перезарядки ТА	73	80 с	25.12	官方公告：https://blog.korabli.su/blog/654	nerf	released		Korabli #654
Błyskawica '63	Błyskawica '63		欧洲	8	驱逐舰	Заметность с кораблей	7,3	7,4 км Соответственно увеличены другие виды заметности	25.12	官方公告：https://blog.korabli.su/blog/654	nerf	released		Korabli #654
Xian Deng	Xian Deng		泛亚	8		Максимальный урон ББ-бомбы	8800	6300 ед	25.12	官方公告：https://blog.korabli.su/blog/654	nerf	released		Korabli #654
Marlborough	Marlborough		英国	9	战列舰	Изменены характеристики ОФ-снарядов (они стали более «британскими», аналогичными по характеристикам фугасам линкора VII Duke of York ) Максимальный урон	4800	6100 ед	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Marlborough	Marlborough		英国	9	战列舰	Шанс поджога	24	41%	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Слава	Слава		苏联	10	战列舰	Время перезарядки орудий ГК	33,5	32 с	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Слава	Слава		苏联	10	战列舰	Улучшены углы рикошета ББ-снарядов (по этому показателю они стали аналогичны бронебойным снарядам крейсера X Петропавловск ): Угол, при котором снаряд начинает проверку на рикошет,	45	50 градусов	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Слава	Слава		苏联	10	战列舰	Угол гарантированного рикошета	60	65 градусов	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Адмирал Ушаков	Адмирал Ушаков		苏联	11	战列舰	Начальная скорость полёта снарядов	800	876 м/с	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Адмирал Ушаков	Адмирал Ушаков		苏联	11	战列舰	Бронепробитие ББ-снарядов увеличено примерно на 5%	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Forrest Sherman	Forrest Sherman		美国	10	驱逐舰	В отдельный слот добавлено снаряжение «Форсаж». По характеристикам оно аналогично «Форсажу» эсминца X Грозовой 	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Champagne	Champagne		法国	8	战列舰	В отдельный слот добавлено снаряжение «Ускорение перезарядки ГК». По характеристикам оно аналогично «УПГК» линкора X Bourgogne 	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
Подвойский	Подвойский		苏联	5	驱逐舰	Время перезарядки орудий ГК	6,5	6,7 с	25.12	官方公告：https://blog.korabli.su/blog/654	nerf	released		Korabli #654
Velos	Velos		欧洲	9	驱逐舰	Дальность хода торпед	10,5	13,5 км	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Archerfish	Archerfish		美国	10	潜艇	Время перезарядки ТА	43	38 с	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	Дальность хода термических торпед	7	10 км	25.12	官方公告：https://blog.korabli.su/blog/654	buff	released		Korabli #654
Alliance	Alliance		英国	8	潜艇	VI Rahmat Добавлено снаряжение «Ускорение перезарядки торпед». По характеристикам оно аналогично «УПТА» крейсера VII Chumphon 	—	—	25.12	官方公告：https://blog.korabli.su/blog/654	adjustment	released		Korabli #654
